50
1
6 35
20 8
28 27
-30 -28
2 7
15 17
20 -21
-20 -19
-31 -3
12 -22
-11 25
13 -14
-9 23
-7 -28
29 -12
-28 -29
-31 -39
-9 -49
-43 -9
-20 39
-25 38
32 -47
-14 -67
24 6
-51 -42
34 -71
50 -61
-27 50
-27 47
-27 -33
12 69
3 -12
-50 33
-9 -63
19 29
-53 89
-17 -17
-42 27
-61 24
-21 41
25 21
-55 58
-61 65
33 -78
-47 -12
-8 86
53 -54
-22 46
28 59
-3 41
76 106
-26 63
-83 -111
4
2 1
0 0
2 4
0 -1
44
-3 -1
-3 1
3 -3
-7 4
-8 2
-10 0
0 0
0 -5
9 -3
3 -7
0 7
13 -5
-10 12
10 12
-15 -24
-13 14
-7 -4
-19 -6
-9 2
7 24
5 4
-9 -17
2 -23
-29 13
10 -36
-11 -8
31 -16
3 -42
-21 -36
31 -28
-3 48
-14 -42
17 -2
-35 -2
32 32
-35 23
-11 -27
-6 9
8 54
-2 -11
36 -51
21 64
-14 17
-27 69
38
2 1
4 -1
1 -2
5 2
7 3
0 5
1 -3
-4 -12
-12 10
5 14
-5 -15
-1 -17
11 5
7 -5
-6 4
-19 -6
8 -11
-9 -1
6 -16
-18 6
-22 -11
7 28
-1 -28
9 -24
14 1
23 21
13 -24
8 30
-3 45
-35 -26
-7 -25
26 23
-35 26
31 1
26 -45
15 -44
2 -33
-7 -59
5
-3 1
1 -2
6 -1
-2 5
3 2
52
4 -1
-6 -2
-4 -1
-3 -6
5 3
-2 -3
2 -2
-8 -1
10 14
10 5
8 -8
-7 11
-11 8
17 -5
-12 -14
-16 6
-13 14
6 16
20 4
11 -30
-14 15
26 -31
-9 -17
-17 -34
27 -15
26 -13
28 -30
2 10
21 -12
14 -48
-2 -27
31 -40
-28 33
-19 -11
-25 49
-16 -42
-40 43
39 37
-23 5
2 30
33 -29
-18 8
9 19
-44 18
35 28
24 50
36 52
-31 -22
30 -5
45 51
-17 -16
46 -31
90
-2 1
-2 -3
-3 -2
-5 4
-5 3
9 -8
-3 -7
9 8
2 12
7 -9
1 12
-12 -10
-14 -9
-3 -20
14 8
-15 -11
-10 -8
-23 -1
-23 23
3 -21
22 12
7 21
0 -34
-1 7
14 -39
-27 4
17 6
13 40
-18 -15
11 -41
20 -18
-28 1
6 -30
2 2
-15 24
40 52
26 -24
40 27
-15 32
-9 6
36 22
-5 11
45 51
-40 -10
15 -69
-46 -69
16 59
16 -57
-15 65
-42 69
-13 -63
45 -60
-30 53
33 8
30 -30
36 75
6 36
24 -35
28 11
29 -67
49 29
50 -13
-38 -91
-63 -60
12 28
56 -91
53 -68
70 21
-67 -55
16 38
-71 -76
44 -78
52 32
-50 -1
-24 -16
4 64
54 3
-54 -36
36 -115
66 122
74 -99
-83 14
-86 13
42 129
-75 -49
21 -9
-2 0
21 96
-73 33
26 117
97
-2 0
2 -1
2 1
5 4
3 -2
-4 -8
1 -6
7 9
-4 -9
-14 13
-3 19
-8 -1
9 6
-13 -14
-7 27
-4 -4
-8 -3
24 -2
-18 28
6 -1
21 -21
4 19
-12 35
10 -30
-29 4
-5 21
-6 -29
23 -14
1 -38
-23 -3
30 -16
-5 -5
-7 5
-22 11
24 14
13 -56
11 -1
-45 44
9 -45
42 -60
28 -27
-49 -54
-16 -4
3 41
16 -22
0 72
-38 54
-47 -6
-22 -63
29 0
-58 14
37 33
-55 1
-46 -87
53 11
41 -57
-19 -88
-23 25
14 29
-33 -84
52 31
63 -22
-56 -19
31 82
-32 94
67 102
25 103
-70 -68
-26 -8
-10 5
-51 18
17 55
-31 -45
-20 107
-71 57
-28 80
5 115
47 83
74 -87
-15 -68
-84 76
71 31
34 122
70 -118
-81 -2
-55 98
-45 123
-16 -93
26 138
62 122
-51 -134
68 43
-69 -96
40 -61
21 85
75 45
-107 126
39
1 0
-3 0
-5 0
2 -4
-9 -5
9 -6
5 -9
-7 -3
-9 9
6 3
10 -8
-10 1
8 17
11 -14
21 -11
22 14
15 -28
-8 24
-16 -24
4 6
-12 28
19 -30
0 -21
-26 -7
-19 -38
-6 -2
-35 26
-32 44
35 -10
12 -30
30 -25
-14 -14
4 50
10 -23
-4 47
-39 -24
13 40
38 38
34 42
97
0 -1
4 1
-2 3
1 -4
5 -6
-4 -6
-10 -7
-1 -6
-7 -8
7 5
15 -13
12 18
4 -5
-15 9
-13 -5
-17 -10
-22 -4
18 -20
6 31
-22 27
-6 0
-20 19
15 -16
7 33
2 -34
-12 41
-32 -31
-31 -10
14 -10
0 32
-22 -44
5 -14
23 22
-23 -50
-36 -21
42 9
-9 33
16 51
23 16
29 -44
5 30
-28 15
7 55
-26 -6
-35 17
-20 53
-18 14
7 -32
11 49
10 -43
30 -18
-11 -17
-11 -40
-60 -7
46 -85
15 75
19 -65
-40 -57
60 9
0 -61
-17 -91
-60 35
-46 51
-10 45
0 -47
10 37
-31 56
-64 101
48 19
-62 -81
13 97
33 68
-51 -51
-16 -106
62 100
-74 -101
54 25
-7 -115
66 -24
79 116
-70 -1
36 -39
-15 7
59 50
-22 8
-24 72
-29 97
80 -54
76 -10
-39 75
-31 -135
-44 -114
-50 97
-57 30
-38 116
-75 127
-83 -30
14
0 0
3 2
-2 4
-4 -4
-8 5
7 2
9 2
1 -12
-4 6
-3 14
4 8
9 17
16 11
2 -8
103
-2 -1
-4 0
6 4
-9 1
4 7
8 2
0 -1
7 9
10 -6
-11 10
-6 -17
-15 17
15 -18
-10 -17
3 -13
-20 0
-2 -8
3 8
-20 -16
22 6
-17 28
17 16
20 -29
-16 10
-13 26
-7 -30
-27 -11
9 -20
11 12
-19 -22
-26 -21
-11 27
16 34
23 36
-20 -19
1 29
27 -12
-21 11
-33 -31
45 5
11 49
-48 -3
44 -27
42 -49
-13 -10
-23 -29
-40 -12
-1 5
10 40
-11 -53
-49 68
2 77
-35 36
18 -41
48 -73
28 -77
-27 -58
-7 -14
25 16
48 80
-67 -10
-64 61
45 45
49 63
14 63
-44 16
-7 47
56 75
-53 -48
-38 -82
-5 -24
74 15
9 21
-72 -88
-84 -34
-11 -112
61 -18
-67 84
68 110
-27 -121
-78 -128
26 73
47 -3
2 -59
-83 -133
-71 -78
-11 -124
-57 74
-52 -10
-11 129
-80 -74
65 21
24 5
-57 -42
-87 107
-81 -25
-109 -7
-94 89
-89 137
59 -143
74 91
-22 -4
31 54
113
1 0
-1 0
3 4
3 5
6 8
-8 9
1 -12
10 -13
5 -14
-9 -13
-13 -11
16 11
-13 13
17 0
-19 -22
-6 -5
-5 17
19 13
23 20
-21 -13
24 3
-14 20
-13 -35
4 24
23 -38
1 -39
16 41
30 41
7 -3
1 34
2 30
0 13
-26 18
-38 -47
-26 -41
38 -40
-19 27
36 -53
30 12
-40 -1
2 -62
37 -7
-21 -57
3 -61
38 -33
51 -72
25 -10
-36 -26
10 44
29 54
18 16
-3 -49
9 -35
-1 -37
-18 61
-60 -50
8 -11
-34 -84
-63 74
31 -65
38 -95
-25 -18
46 0
-1 94
68 38
64 17
-3 -60
-65 16
24 -74
44 108
57 -46
-83 -24
-66 50
-70 -79
-82 -24
28 -71
-13 -30
69 -65
-30 -112
90 -101
-80 -41
8 126
53 -127
48 128
62 -122
-40 29
83 -68
-97 -25
-45 0
88 74
98 -78
95 -51
98 134
-92 -96
72 97
77 -70
80 67
40 2
-102 -4
-97 -64
76 -162
-31 122
-102 -161
95 -99
-91 27
-54 -55
42 -116
54 41
71 -127
-21 169
-78 -141
-118 -75
37 56
53
-4 -1
5 1
6 -2
2 3
-6 -1
2 -5
8 -2
11 -8
5 -11
1 15
-13 14
-1 -9
-3 9
-15 -15
-15 -19
20 -25
-1 -29
-22 -22
-19 32
1 -17
24 3
26 10
-3 -23
20 -7
25 14
-9 16
-9 40
-21 -40
30 10
33 -40
9 3
-27 32
-33 -16
-19 -45
-28 -38
2 6
17 48
18 -5
20 56
19 -57
-11 -14
7 -16
25 52
23 45
23 46
47 27
0 -24
42 52
0 7
12 50
-24 62
-36 24
-16 -38
68
-1 0
2 -2
6 2
4 -6
8 2
-2 -5
6 10
-2 -7
-11 10
13 -9
-9 10
-8 10
9 13
-1 -18
-16 -5
18 9
-20 10
-12 21
-4 26
-15 -9
-15 -30
-20 32
-14 13
-29 29
15 30
30 -9
18 4
-16 8
-30 33
24 26
33 30
26 -51
-36 41
-3 32
-3 -44
1 13
17 -23
-38 24
1 38
41 -6
26 23
3 -26
14 -51
-34 18
20 -63
37 -65
-34 -33
-34 -40
33 -71
-8 76
-42 -36
-40 -74
56 4
53 -18
-15 -50
49 45
-23 -76
60 30
40 41
0 37
67 26
38 70
65 -46
30 -98
-30 -73
49 -10
-71 -8
-26 -10
45
4 0
3 2
-3 0
-7 2
-8 7
-10 -8
-2 -6
-5 -11
7 11
-2 9
4 -10
-14 -15
-1 15
11 6
5 -13
-5 -16
7 -12
-16 -4
1 -6
14 0
2 29
-24 3
-5 31
-26 4
18 3
-1 -7
16 41
27 -31
-12 19
19 29
5 47
4 -50
-5 -52
-36 31
0 28
-17 -29
13 -8
-39 -54
18 -62
-10 -47
-37 62
47 -25
-48 -3
42 22
46 57
130
2 0
3 -1
-7 2
-6 -4
-8 7
-6 4
-4 7
-7 9
-8 -11
-11 9
4 -12
-3 -1
13 2
12 0
13 -15
14 -19
9 20
21 -13
-23 -6
20 -26
1 -31
-10 -3
7 5
18 20
10 -5
5 -1
19 39
16 -16
-4 1
-14 -13
2 36
30 31
-27 18
5 19
4 -7
-11 -8
1 -29
-30 42
35 16
10 29
25 -63
-42 24
-15 57
47 -26
2 38
47 -21
49 33
-23 -72
30 58
22 27
-9 -41
1 54
46 4
-53 78
42 -80
29 63
5 -24
-14 -40
15 80
8 26
15 -35
34 -50
58 -95
61 -19
52 25
44 17
-39 12
-55 43
18 -28
48 55
31 -88
-29 -69
-75 27
61 82
57 42
69 -96
26 41
81 33
68 -104
-8 115
19 -81
42 46
-74 -115
33 -125
-81 35
-13 127
-86 -57
-6 61
-62 138
-63 -96
-67 -80
-59 -135
25 10
99 -48
-39 -65
-27 47
-47 -49
-50 -100
-68 85
-99 42
-2 133
-91 148
16 84
-110 54
-13 83
7 139
40 -106
92 84
-20 -85
-4 -79
51 -42
2 50
-31 -108
-9 -68
56 5
-122 68
72 98
-124 -106
-27 -74
-67 32
-128 -102
-42 -25
-76 -37
28 132
-46 -66
109 -19
-116 114
75 -38
-111 23
80 -187
96
3 1
-3 -3
-5 2
0 2
5 2
2 -7
8 -5
-11 7
-13 13
6 -9
-7 10
9 6
8 12
16 -16
0 19
-8 21
10 25
-5 11
10 -19
-22 -27
11 -31
-3 -23
-20 -11
24 -5
7 36
-4 5
23 -4
-16 -21
-18 3
25 24
18 17
10 -32
37 -26
-12 -35
23 -43
30 -44
-35 -14
-23 24
-2 15
9 -36
35 -14
-27 -12
-2 -41
-21 39
26 -23
49 66
-43 -18
-1 4
53 60
46 -61
10 49
54 24
-12 40
-39 11
25 30
58 59
-60 11
-56 17
-42 33
-62 69
-54 56
-38 -69
42 71
0 32
50 -70
-30 39
62 -1
-50 33
31 14
-67 55
-32 -88
-5 48
5 -102
1 36
-30 -108
79 51
-14 -57
-76 118
-37 -114
47 88
-35 26
56 -46
-68 -123
-88 52
-61 -102
-27 -29
-91 37
12 -94
-92 49
-45 -114
13 0
-18 79
-9 0
72 122
-2 126
-22 89
52
4 0
-2 2
-1 0
2 4
-8 5
8 -5
-9 -3
3 -8
-2 11
-7 -1
-15 8
-2 17
-4 7
-11 -9
-13 14
-4 21
-10 21
-2 -18
13 2
20 22
-11 -7
4 -13
9 -28
-28 -21
-21 -16
25 37
6 -13
24 -19
32 29
15 43
1 1
-3 -3
-34 -13
-38 -49
19 -43
-33 -6
35 -49
41 -53
-43 -34
-45 33
31 -61
-14 -59
46 -1
-37 3
51 -38
42 -25
18 44
55 -73
-46 -34
-39 9
-28 82
-16 56
93
2 0
3 1
0 4
3 5
-9 -4
-2 -8
4 -7
-10 9
-3 13
-12 -14
-1 2
-17 -8
-8 19
-1 11
9 4
-10 3
0 -2
-15 18
-8 -24
-8 -27
-8 -13
-16 -24
-20 -35
9 -18
-1 32
-17 -36
7 26
-27 -37
33 30
26 -35
4 -38
8 48
-37 -18
-4 33
23 3
23 -21
13 28
29 -49
3 22
4 20
34 30
31 -12
37 1
15 -36
-3 -52
-34 -69
-20 -1
32 46
49 28
-14 -22
24 72
-20 61
22 77
-16 -79
13 -16
28 -74
31 38
20 -74
21 -4
-59 -35
61 -52
-12 -68
6 61
-36 -22
8 -90
5 77
-68 91
70 -104
36 -29
61 62
-56 80
-30 65
-71 64
30 33
-72 -31
77 48
-81 44
-24 -31
-73 109
58 84
-10 78
62 55
15 95
65 -51
16 -44
-71 -130
92 49
36 51
-30 -32
-70 59
-82 -91
-94 45
-20 96
17
0 1
1 2
-6 -2
6 -5
-7 -5
2 10
10 1
0 7
-14 2
10 6
-11 -13
-2 -15
3 20
-19 -10
-13 -24
-22 22
-8 -2
71
4 1
3 0
5 -4
4 5
-7 4
4 -9
-8 -10
7 9
-1 -8
9 1
1 7
17 -1
-17 -22
9 -16
-10 16
-18 12
-19 -25
-13 7
-23 -24
-7 -31
-4 -6
21 25
-15 3
29 -4
28 -32
-7 30
-32 -19
-14 -18
19 -30
3 39
-26 21
1 48
-21 25
30 41
39 -21
4 -3
-1 -35
11 -19
-15 -57
26 19
38 47
18 -23
43 -63
-20 -53
-49 -48
-49 -40
14 -56
-42 42
-12 -76
-49 -42
-41 -18
-31 -28
-45 6
16 26
14 -36
-65 -72
-32 86
62 26
-16 13
-49 -5
40 24
-53 -31
22 29
-65 98
-63 -82
-67 -7
-53 -61
0 102
-64 85
33 -81
-17 113
135
-3 1
-6 -2
4 1
4 -3
-8 2
5 8
-2 10
-11 11
12 6
-5 -5
2 8
-12 -16
-10 -10
-17 -24
12 14
-3 -20
12 20
0 2
6 -23
-15 13
-22 26
9 6
-3 12
-17 28
-6 27
21 -39
-25 -39
-26 42
34 35
-34 -43
-33 -5
35 14
2 22
-23 54
22 -12
2 31
-14 2
-28 -44
-25 -18
-21 -23
-14 3
20 54
-3 61
-39 -45
-13 37
34 -4
-43 -15
-29 -10
-22 -26
-16 46
29 -2
-27 -25
52 -20
28 27
-54 7
50 -27
-68 -19
42 -74
-66 -28
48 51
-66 41
-20 93
20 4
36 -37
60 -78
46 9
-29 -31
-69 72
-72 54
71 -50
64 -69
-79 64
-22 -17
-10 82
-43 -85
-54 -21
77 -95
75 28
18 92
-12 50
-76 -55
-60 51
89 99
-63 -28
80 -91
65 130
55 110
-67 46
-63 146
13 -20
-39 81
58 -114
92 133
-72 34
-30 5
103 34
13 142
88 97
-11 84
-56 -11
-112 -101
-19 75
-68 -152
71 -13
-76 104
37 -117
-20 134
93 150
107 -88
39 63
15 94
114 -16
-51 -186
-104 -108
14 109
47 -141
-113 -185
71 96
118 143
69 -183
109 -136
115 -29
76 -183
-131 202
12 -160
128 63
-142 -161
-128 209
-36 187
103 107
-21 -187
-65 -81
-91 -44
85 59
-111 129
100
2 0
-4 -3
-2 1
4 -6
8 -7
-7 -4
-4 8
9 -9
1 3
5 11
-3 -8
9 10
-6 -13
-1 17
0 -20
11 -24
19 3
-12 9
-25 0
-8 12
-23 -34
-12 -17
-1 35
10 15
16 -16
16 -39
-16 -42
-7 42
-31 37
15 -33
9 18
-29 29
6 28
24 -56
-33 42
-41 34
23 45
5 62
4 -29
22 -23
-44 7
-15 -12
-24 -60
25 -28
8 47
-10 35
49 -78
14 -58
-11 51
3 10
55 -76
26 -74
46 14
56 -78
-32 -58
21 68
1 56
55 -31
53 -6
34 -54
66 81
71 -67
2 -62
13 -21
70 60
-5 -87
-54 -107
-1 111
-46 -29
18 -102
2 90
-72 104
38 106
-26 -56
15 -68
-20 46
-4 72
3 66
33 -97
-89 52
42 -116
56 -127
-54 115
77 44
-49 -94
54 9
44 73
83 -124
74 36
57 -39
-97 84
-59 59
-16 127
-91 69
-37 -36
52 -139
97 100
-44 -118
90 -109
48 -24
105
-2 1
-1 1
5 3
4 1
0 -5
2 -3
7 9
7 -1
-10 -5
12 -11
1 -4
3 -13
5 -17
15 -11
-17 22
-5 -9
-19 -12
7 -28
1 20
10 17
-24 -9
-12 -20
-9 30
17 21
3 -25
-31 22
-19 -19
25 -35
-6 35
6 -30
-13 29
36 0
1 -31
5 -33
-22 -52
-28 11
-5 -37
-14 38
22 31
-1 39
-11 -14
-42 -28
18 6
-41 -14
36 64
-48 -40
47 65
-7 -28
-19 14
21 -17
-11 71
-22 -56
30 -9
-42 -27
-6 -21
27 -22
65 20
-5 75
37 -13
-39 -84
22 77
-58 -57
-72 22
2 37
-17 97
-51 -63
-62 39
27 -92
3 67
-53 -75
70 -92
37 86
58 -77
-52 94
-71 -37
-24 -125
55 -23
-49 54
-60 37
54 -41
-84 76
-44 -49
-99 4
-40 -77
15 146
-40 15
-30 -1
-84 103
-4 -82
31 -112
13 -89
66 -24
-6 -74
67 65
57 -146
9 -30
38 33
-68 -55
38 109
109 142
33 -75
121 19
85 23
22 -163
-123 -137
184
-3 1
-5 -1
5 1
-1 -2
-8 -5
5 -8
1 6
12 -9
-6 -1
-4 -4
1 -7
0 18
4 5
-11 -21
-5 10
21 4
13 16
-22 14
23 0
24 -23
6 -31
-7 -26
-18 -31
-21 24
11 -40
-27 32
-20 23
3 39
6 -16
2 41
29 40
16 -50
27 -12
-28 -18
32 13
-24 58
39 25
18 -32
-28 42
-29 28
-24 -49
-4 11
49 20
-47 -20
45 -61
-47 27
-33 14
42 24
52 -42
56 -43
9 21
-48 -28
38 -45
-52 80
-8 -19
47 -62
20 30
-18 -11
53 -90
-35 61
-42 91
30 -94
59 20
47 35
49 49
-43 50
-8 -77
41 55
-51 16
-29 56
32 -59
-79 22
26 -108
26 119
-84 101
76 9
48 -57
-38 -58
-12 -61
28 54
-25 33
11 -71
-71 17
-43 74
19 -112
-47 -131
12 -130
58 56
-6 118
-96 -19
93 -6
1 -52
64 118
3 -113
62 83
89 -54
45 -75
-53 -65
-69 -54
-5 2
46 8
25 117
106 -119
20 -15
115 -42
-50 162
-24 -138
-17 160
69 -39
-56 -117
92 62
61 -152
-111 16
16 -30
95 -25
-61 -188
79 169
-43 -176
41 -123
-56 128
92 176
126 106
98 179
16 164
-19 -89
-139 -10
140 130
-37 111
59 -193
145 -132
-75 89
50 -186
121 -127
85 183
-90 -31
49 48
68 82
-106 83
-58 -51
-8 190
108 221
-75 -106
-75 -93
-109 78
100 31
-98 117
-92 -156
-134 -123
-53 147
159 60
-38 249
23 7
-163 215
164 -24
41 -243
24 224
-49 209
-137 -47
-110 0
174 24
-12 -37
-122 -84
-176 28
152 127
-56 251
58 274
-87 261
-183 -37
158 195
-123 192
96 -158
99 -183
129 202
-56 -141
-138 212
-94 -154
36 -27
-173 13
83 -82
-40 -182
21 -262
116 -264
-155 -211
-103 -203
28
-1 0
-1 -2
-5 4
7 -2
1 0
9 -3
-8 3
1 -6
-6 13
-4 -6
11 -10
15 7
13 -3
-16 -12
-11 20
-16 16
-17 2
-18 28
22 10
0 -8
19 19
6 29
-25 -36
-24 20
13 -4
-26 26
-1 34
20 -46
160
3 1
0 2
0 -1
-5 -6
-4 -1
8 -2
-5 -3
1 11
-13 -2
9 11
11 16
-9 -9
13 -13
6 12
-1 14
6 -20
-16 -14
-4 15
11 5
-10 12
-1 22
10 -6
15 21
25 -34
-30 33
-6 -2
-26 18
4 -21
-30 -35
-18 -1
12 -8
35 -37
-37 34
-15 30
-24 -52
-10 43
-24 -32
-42 17
41 -26
-26 -62
-47 -48
20 -56
8 31
-31 -10
-2 32
18 29
-1 67
-45 28
47 38
-51 34
-33 -30
-25 0
8 26
-7 -69
-47 13
29 45
-44 -36
53 -29
-39 -58
17 -18
62 16
52 -86
60 14
15 77
-56 8
-8 -13
-62 -53
-13 -63
28 -53
-72 101
-21 -33
-73 -67
36 92
-40 45
45 -77
1 50
-50 -46
79 10
26 -96
37 32
74 17
-60 -96
73 -21
74 104
47 114
-66 -95
24 4
10 -101
69 -95
14 -11
81 -7
-8 56
14 57
0 44
-104 117
54 -120
32 -139
-22 12
-31 150
72 -152
-1 -144
18 135
5 -128
-23 35
-97 138
56 -53
47 -138
-94 155
28 169
-6 157
32 123
8 -79
-59 10
-104 -126
56 9
-108 -52
26 39
-81 -69
-49 55
-113 172
-69 -84
-120 160
70 -60
59 -116
-85 -169
118 -177
16 -163
-93 165
-93 86
77 -165
105 -33
-109 -168
28 103
-19 -190
103 -45
78 -12
-100 18
90 172
-71 -134
67 50
83 157
46 193
-119 110
141 -2
-17 130
99 202
26 167
80 -160
20 -236
-161 -68
-71 -226
30 134
-165 -151
-78 -65
-101 112
-45 188
-64 187
-92 67
48 17
-76 113
70
-5 -1
1 -1
0 1
-6 -6
-8 1
-1 2
10 2
-2 -4
-12 -9
3 0
7 -10
9 6
2 -15
10 4
10 23
12 16
-8 8
17 22
-23 23
8 26
-11 -14
3 32
15 22
6 33
-10 -27
-31 -37
9 -16
-8 -22
16 13
-32 7
36 42
-11 -31
14 42
-25 8
5 -42
-26 26
33 -31
32 -57
19 9
-25 35
-38 -54
8 -12
12 39
-24 68
49 -18
-16 -69
17 -58
-12 -2
45 -28
10 -29
-30 -65
-41 9
-11 57
21 45
-52 -75
40 17
-47 8
-50 86
34 43
-9 58
54 57
-14 -19
-45 -44
10 69
31 -9
-42 26
-45 -78
-72 87
-73 101
-41 89
86
3 0
-6 0
-6 -4
-3 1
2 1
7 8
10 -4
-3 -12
-11 9
-7 -5
-14 -3
-3 -14
-8 -6
5 17
-16 -17
-9 -6
15 -9
21 1
-2 29
-3 -30
25 -31
-14 -20
-18 12
4 36
15 32
21 -34
-24 32
-7 -18
26 -45
-22 -33
-31 -35
-4 -24
10 4
28 -8
11 -23
9 -10
-41 -33
-39 3
17 -31
36 36
31 -26
-40 45
-48 -10
-36 3
-47 -50
-2 48
-31 -43
-50 -18
24 -18
-50 -60
-26 78
51 -74
27 -71
-24 80
-41 27
-59 -64
-23 2
43 36
-51 -8
47 -93
13 22
58 -41
57 -3
-48 -95
-65 -51
-70 26
29 -86
-2 -37
-42 -85
58 -39
19 -101
70 37
5 15
81 -27
25 -15
59 -101
74 105
-57 -67
35 -24
0 -59
64 -126
33 107
-62 -15
90 -44
38 -78
19 -70
73
4 0
-4 -2
5 4
-8 2
-8 -1
4 5
5 1
-8 11
0 4
-13 14
3 6
10 8
-12 7
-15 -16
-11 -7
-8 -19
-17 -21
9 24
-18 12
-12 -12
-12 3
-21 11
-10 34
20 -31
12 19
22 -38
2 33
11 22
12 -9
12 44
3 20
-15 41
-15 -37
5 45
37 8
-22 20
21 -11
37 38
42 -55
-10 -4
-33 12
-14 -34
-4 -57
24 -33
-43 9
29 -64
3 -36
36 70
35 71
36 -8
-50 59
11 68
34 -41
-14 -51
-51 28
-56 -29
54 79
-11 16
-55 -11
9 30
9 -75
64 80
-22 -89
-59 -3
-2 -31
-46 48
40 15
7 -46
-43 -44
33 33
32 101
-61 101
-50 -50
202
-5 0
5 2
-6 -3
-5 -1
-4 -4
-8 -2
6 -8
9 -8
-12 1
-4 10
5 11
-5 3
1 18
-3 21
7 -10
10 13
4 9
-1 -14
-17 -23
-10 23
12 -5
-1 25
-18 -33
6 20
-13 -22
26 -20
32 12
13 -1
5 -19
0 -32
11 -25
36 -16
-26 28
-18 -27
-19 49
20 -32
28 41
-36 -46
-28 -48
-14 26
22 16
-38 -6
-33 -69
-29 -34
-42 -63
-5 -11
-15 13
-36 -45
17 -4
54 -79
-9 83
-44 -32
59 -54
-40 -85
-36 47
-12 -62
-64 0
-28 4
-58 43
54 -78
51 -22
-67 34
-57 -11
-62 5
14 94
-51 -32
50 52
-70 -19
2 -3
-71 19
-56 5
-37 -22
15 116
19 -115
29 109
-45 79
-9 -55
-17 46
-19 -29
25 42
46 -91
-63 -45
9 45
3 -112
60 -135
64 -87
-86 -90
-17 -28
-57 -130
71 -99
45 -100
95 -64
-80 -6
28 137
66 -15
8 -130
2 35
-18 118
-91 -122
-60 -156
-55 0
72 -39
-105 62
-26 -155
-2 153
50 60
84 133
39 60
-116 73
69 139
-55 7
85 74
-15 -181
-26 -123
110 -83
-57 -182
31 -173
97 -79
-43 76
-112 -48
94 46
-7 133
75 193
-103 -81
96 32
107 42
-127 39
-59 39
